filename,question,choices__001,choices__002,choices__003,choices__004,choices__005,choices__006,correct_answer,user_data,user_data__voted_answers,user_data__vote_count,user_data__is_most_voted
result_examtopics professional cloud architect topic 1 272 discussion.html,"A company serves a dynamic website from a fleet of Amazon EC2 instances behind an Application Load Balancer (ALB). The website needs to support multiple languages to serve customers around the world. The websiteAos architecture is running in the us-west-1 Region and is exhibiting high request latency for users that are located in other parts of the world.The website needs to serve requests quickly and efficiently regardless of a userAos location. However, the company does not want to recreate the existing architecture across multiple Regions.What should a solutions architect do to meet these requirements?",A.Replace the existing architecture with a website that is served from an Amazon S3 bucket. Configure an Amazon CloudFront distribution with the S3 bucket as the origin. Set the cache behavior settings to cache based on the Accept-Language request header.,B.Configure an Amazon CloudFront distribution with the ALB as the origin. Set the cache behavior settings to cache based on the Accept-Language request header.,C.Create an Amazon API Gateway API that is integrated with the ALB. Configure the API to use the HTTP integration type. Set up an API Gateway stage to enable the API cache based on the Accept-Language request header.,D.Launch an EC2 instance in each additional Region and configure NGINX to act as a cache server for that Region. Put all the EC2 instances and the ALB behind an Amazon Route 53 record set with a geolocation routing policy.,,,B,,B,25,TRUE
result_examtopics professional cloud architect topic 1 134 discussion.html,Your company is using Google Cloud. You have two folders under the Organization: Finance and Shopping. The members of the development team are in aGoogle Group. The development team group has been assigned the Project Owner role on the Organization. You want to prevent the development team from creating resources in projects in the Finance folder. What should you do?,"A.Assign the development team group the Project Viewer role on the Finance folder, and assign the development team group the Project Owner role on the Shopping folder.",B.Assign the development team group only the Project Viewer role on the Finance folder.,"C.Assign the development team group the Project Owner role on the Shopping folder, and remove the development team group Project Owner role from the Organization.",D.Assign the development team group only the Project Owner role on the Shopping folder.,,,C,,C,21,TRUE
,,,,,,,,,,B,1,FALSE
,,,,,,,,,,A,1,FALSE
result_examtopics professional cloud architect topic 1 6 discussion.html,Your customer is moving their corporate applications to Google Cloud Platform. The security team wants detailed visibility of all projects in the organization. You provision the Google Cloud Resource Manager and set up yourself as the org admin.What Google Cloud Identity and Access Management (Cloud IAM) roles should you give to the security team?,"A.Org viewer, project owner","B.Org viewer, project viewer","C.Org admin, project browser","D.Project owner, network admin",,,B,,B,9,TRUE
result_examtopics professional cloud architect topic 1 267 discussion.html,"You need to containerize a web application that will be hosted on Google Cloud behind a global load balancer with SSL certificates. You donAot have the time to develop authentication at the application level, and you want to offload SSL encryption and management from your application. You want to configure the architecture using managed services where possible. What should you do?","A.Host the application on Google Kubernetes Engine, and deploy an NGINX Ingress Controller to handle authentication.","B.Host the application on Google Kubernetes Engine, and deploy cert-manager to manage SSL certificates.","C.Host the application on Compute Engine, and configure Cloud Endpoints for your application.","D.Host the application on Google Kubernetes Engine, and use Identity-Aware Proxy (IAP) with Cloud Load Balancing and Google-managed certificates.",,,D,,D,4,TRUE
,,,,,,,,,,B,1,FALSE
result_examtopics professional cloud architect topic 1 165 discussion.html,Your customer is moving their corporate applications to Google Cloud Platform. The security team wants detailed visibility of all projects in the organization. You provision the Google Cloud Resource Manager and set up yourself as the org admin.What Google Cloud Identity and Access Management (Cloud IAM) roles should you give to the security team?,"A.Org viewer, project owner","B.Org viewer, project viewer","C.Org admin, project browser","D.Project owner, network admin",,,B,,B,9,TRUE
result_examtopics professional cloud architect topic 1 51 discussion.html,You have found an error in your App Engine application caused by missing Cloud Datastore indexes. You have created a YAML file with the required indexes and want to deploy these new indexes to Cloud Datastore. What should you do?,A.Point gcloud datastore create-indexes to your configuration file,"B.Upload the configuration file to App Engine's default Cloud Storage bucket, and have App Engine detect the new indexes","C.In the GCP Console, use Datastore Admin to delete the current indexes and upload the new configuration file",D.Create an HTTP request to the built-in python module to send the index configuration file to your application,,,A,,A,19,TRUE
result_examtopics professional cloud architect topic 1 219 discussion.html,You recently developed a new application. You want to deploy the application on Cloud Run without a Dockerfile. Your organization requires that all container images are pushed to a centrally managed container repository. How should you build your container using Google Cloud services? (Choose two.),A.Push your source code to Artifact Registry.,B.Submit a Cloud Build job to push the image.,C.Use the pack build command with pack CLI.,D.Include the --source flag with the gcloud run deploy CLI command.,E.Include the --platform=kubernetes flag with the gcloud run deploy CLI command.,,CD,,CD,10,TRUE
